"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CAALFM_C104780CA",791.260472411598,-0.00443919183086424,0.0532171033489563,0.812215267979587,0.999708752221059
"CAALFM_C104790WA",1080.04818569708,0.000793568724743369,0.0554287456925001,0.947613808998823,0.999708752221059
"CAALFM_C104800CA",6.77641468100061,-0.00656744104573911,0.0570497308398213,0.153328933289083,0.999708752221059
"CAALFM_C104810WA",877.727888877723,0.00294338855974109,0.0551483809001741,0.824130149610119,0.999708752221059
"CAALFM_C104820CA",474.215319854942,-0.00159115082829843,0.0564200860971375,0.771695557297412,0.999708752221059
"CAALFM_C104830WA",6978.97325686678,0.00472755486129426,0.0552642110992442,0.724773717780076,0.999708752221059
"CAALFM_C104840CA",422.504274348863,-0.00105919658484365,0.0560696636908078,0.894167521691248,0.999708752221059
"CAALFM_C104850CA",167.069899492519,-0.000556076494090076,0.0554753161421704,0.958966227692553,0.999708752221059
"CAALFM_C104860WA",1497.38717779667,0.0015972678272881,0.0555894070988184,0.886319031774102,0.999708752221059
"CAALFM_C104870WA",144.141243539964,0.00225945157630925,0.0550332965573866,0.867196968479737,0.999708752221059
"CAALFM_C104880CA",949.383875723172,-0.00119081695980946,0.0565042447891969,0.785714772899288,0.999708752221059
"CAALFM_C104890WA",13678.6271793486,-0.00179543567750082,0.0564018492068711,0.753037173986325,0.999708752221059
"CAALFM_C104900WA",971.120597312056,0.00485492134679048,0.0557847731390919,0.668977332159525,0.999708752221059
"CAALFM_C104910CA",1149.97746225897,-0.0103250144756173,0.0528611658176695,0.550245759937502,0.999708752221059
"CAALFM_C104930CA",128.880339605494,-0.00325674358152626,0.0566490850208383,0.443635385842398,0.999708752221059
"CAALFM_C104940CA",35.5329769256294,-0.000368427054607986,0.0565825681684867,0.900928262516853,0.999708752221059
"CAALFM_C104950CA",1484.82418435616,0.00963789927088308,0.0566718997119382,0.401917014495666,0.999708752221059
"CAALFM_C104960CA",469.600275125539,-0.00494913119993861,0.0546563524113195,0.746019508494875,0.999708752221059
"CAALFM_C104970WA",2749.94667520508,-0.000487768567257404,0.0564696081959246,0.909435232801483,0.999708752221059
"CAALFM_C104980CA",1619.57586394283,0.00897734749845038,0.0548381029834067,0.609286678006806,0.999708752221059
"CAALFM_C104990CA",543.406807662158,0.000739457898032963,0.0557479519527218,0.943596765857024,0.999708752221059
"CAALFM_C105000WA",1581.88376928873,0.00203421417064359,0.0565262552811953,0.669296454307132,0.999708752221059
"CAALFM_C105010CA",1146.44669784444,-0.0101612663834899,0.0567248437086047,0.382687003416479,0.999708752221059
"CAALFM_C105020CA",711.162242504573,0.000490093120024494,0.0560017074212426,0.974828851412507,0.999708752221059
"CAALFM_C105030CA",219.527232709081,-0.0131464466942607,0.0574678307163188,0.284884571556596,0.999708752221059
"CAALFM_C105050CA",2224.71487195958,-0.000549211593799692,0.0565519245738579,0.872098360954985,0.999708752221059
"CAALFM_C105060WA",1769.64441653803,-0.000452500282971744,0.0565879336087806,0.871238219156665,0.999708752221059
"CAALFM_C105070CA",737.327413594014,0.000183251679370368,0.0555135211269017,0.989472007224208,0.999708752221059
"CAALFM_C105080WA",147.849926289007,0.00759765466086336,0.0565969714765961,0.423181084002923,0.999708752221059
"CAALFM_C105090WA",722.606416045662,-0.00322667535271393,0.0557307545043567,0.755745336467681,0.999708752221059
"CAALFM_C105100WA",227.871335022646,0.00657053821842838,0.0558042552574592,0.593578886306658,0.999708752221059
"CAALFM_C105110CA",13045.0034413085,-0.00106319773164023,0.0565413367393457,0.7799473175194,0.999708752221059
"CAALFM_C105120WA",728.957089126724,-0.00862872084377047,0.0544104587616441,0.623648447435363,0.999708752221059
"CAALFM_C105140WA",76.317731226805,0.00124632623353551,0.0566413643590519,0.59059953308281,0.999708752221059
"CAALFM_C105150CA",3.38013906108936,-0.000253290106357174,0.0566151318161703,0.915051645489077,0.999708752221059
"CAALFM_C105160CA",841.724763461316,0.00292655081763462,0.0566176404906055,0.499952571643054,0.999708752221059
"CAALFM_C105170CA",2837.39519155361,0.00171913759634845,0.0563014537202119,0.802511915762662,0.999708752221059
"CAALFM_C105180CA",626.735345103076,-0.00174791417006745,0.0564778392526797,0.725306605352543,0.999708752221059
"CAALFM_C105190CA",800.953396593522,-0.00231059431429919,0.0564945270688347,0.651063676536778,0.999708752221059
"CAALFM_C105200CA",573.756227885623,0.00355412393717561,0.0561217930001935,0.694523107518151,0.999708752221059
"CAALFM_C105210CA",2272.70291245077,-0.000745532877959836,0.056489866571447,0.862800309635037,0.999708752221059
"CAALFM_C105220CA",121.374296118412,0.00363062680499388,0.0564756702706302,0.570937640384676,0.999708752221059
"CAALFM_C105230WA",465.247109659429,-0.000511876588493631,0.0564793131980844,0.906188111451685,0.999708752221059
"CAALFM_C105240CA",1790.96114602013,0.00279629043840943,0.0559019057619844,0.849693659835864,0.999708752221059
"CAALFM_C105260CA",1397.78369749903,0.00651122030288272,0.0519020189573811,0.765495207307318,0.999708752221059
"CAALFM_C105270CA",2064.01478918766,-0.00101940997090293,0.0564255961116276,0.84159656969157,0.999708752221059
"CAALFM_C105280WA",524.426512908877,0.00055346329957663,0.0540678998617707,0.996830343336865,0.999708752221059
"CAALFM_C105290WA",13050.3337836546,-0.00201766785952916,0.0561776424613093,0.789917358368232,0.999708752221059
"CAALFM_C105300CA",2014.11247525934,0.00025622587042921,0.0564696220352906,0.963055543678144,0.999708752221059
"CAALFM_C105320CA",353.794519404397,-0.0020254317846332,0.0555575351598422,0.851574750106334,0.999708752221059
"CAALFM_C105330CA",642.519216712699,-0.00329871938561781,0.0541532382232467,0.823990007976731,0.999708752221059
"CAALFM_C105340CA",1067.84571906564,0.00126413261886038,0.0559224205931654,0.894273886758248,0.999708752221059
"CAALFM_C105350WA",219.637884953782,0.00223529884812696,0.0561320168973482,0.784609624255464,0.999708752221059
"CAALFM_C105360CA",1231.80513238912,-0.000727126859986857,0.0564198517971769,0.886397707901903,0.999708752221059
"CAALFM_C105370CA",547.054571468385,0.00472920652217099,0.0566152401194174,0.449561109873868,0.999708752221059
"CAALFM_C105380CA",983.905253467111,0.0039859493507245,0.0558113164673722,0.712095640191481,0.999708752221059
"CAALFM_C105390CA",1172.56352293286,-0.0069896006581532,0.054727990998166,0.66215634482003,0.999708752221059
"CAALFM_C105400CA",244.956877815668,0.000960864468990101,0.0560756673183198,0.908684467004888,0.999708752221059
"CAALFM_C105410CA",2809.11435612663,0.000995459764720965,0.0563720311961062,0.870250248915704,0.999708752221059
"CAALFM_C105420WA",742.834049872146,-0.00562736722043797,0.055808217052691,0.631208600810901,0.999708752221059
"CAALFM_C105430WA",1045.89632559401,0.0190426930590846,0.0548121149842045,0.404733858679905,0.999708752221059
"CAALFM_C105440CA",112.357816437948,0.00210492118468936,0.05664949524352,0.478562688902802,0.999708752221059
"CAALFM_C105460WA",1801.57159065873,0.0017871767622855,0.0540465142099892,0.871426979421455,0.999708752221059
"CAALFM_C105470WA",1147.48154778206,0.00611030927106848,0.056425384872318,0.496536593682897,0.999708752221059
"CAALFM_C105480CA",50.491564992378,-0.00100495170936844,0.0562338704504514,0.883924177468846,0.999708752221059
"CAALFM_C105490CA",1626.99298390615,-0.00640475436260784,0.0548350834453357,0.932064430683455,0.999708752221059
"CAALFM_C105500WA",1185.82119436431,-0.000373811573855124,0.0565944188212754,0.887076685337211,0.999708752221059
"CAALFM_C105510CA",583.974995089472,0.000105969109920257,0.0561771304823413,0.991867394068113,0.999708752221059
"CAALFM_C105520WA",89.8674554572157,0.00669999396949444,0.0552457598007985,0.641035110206594,0.999708752221059
"CAALFM_C105530CA",3468.94922900487,-0.00193773760104732,0.0559727875819162,0.828023749013646,0.999708752221059
"CAALFM_C105540CA",810.134068892444,0.00342412706551802,0.0567155143557688,0.331478198061155,0.999708752221059
"CAALFM_C105550CA",4.0456587589102,-0.00189063960947276,0.0566059266125736,0.58406121194006,0.999708752221059
"CAALFM_C105560WA",2172.84463444739,-0.00108615268088546,0.0561928808226409,0.878095899175696,0.999708752221059
"CAALFM_C105580WA",4.41397075028356,-0.00109298186759531,0.0566538390543189,0.537093176949891,0.999708752221059
"CAALFM_C105600WA",588.371376020651,0.00687674603936608,0.0562925454241014,0.509692457002751,0.999708752221059
"CAALFM_C105610WA",598.504574034471,0.00797251614027099,0.0536666588275719,0.674521955451089,0.999708752221059
"CAALFM_C105620CA",205.229630846899,-0.00153504313626531,0.0546403446867375,0.915183162005974,0.999708752221059
"CAALFM_C105630CA",13282.7623926122,-0.00348179501595126,0.0567329238593156,0.814659966087352,0.999708752221059
"CAALFM_C105640CA",1001.43593875214,-0.0006751100082893,0.0565167850847201,0.8652348332357,0.999708752221059
"CAALFM_C105650WA",488.535522089065,-0.0017643538257888,0.0563452268670051,0.777465959063826,0.999708752221059
"CAALFM_C105660CA",4085.6275812053,-0.00226832260330387,0.0556073050871979,0.845997648574014,0.999708752221059
"CAALFM_C105670WA",2308.68593558205,0.00249826241931763,0.0564222231968955,0.683454621905784,0.999708752221059
"CAALFM_C105680CA",3884.50184651893,-0.00562228744207419,0.0556554807769479,0.644652565894269,0.999708752221059
"CAALFM_C105690CA",8.42810447834522,0.00713068857772362,0.0571351690403128,0.137809040765916,0.999708752221059
"CAALFM_C105700WA",1127.27083730957,0.00295755420291872,0.0566036186228664,0.515283876391549,0.999708752221059
"CAALFM_C105710CA",140.875840943304,-0.00359524745070725,0.0563505887591459,0.621225288476128,0.999708752221059
"CAALFM_C105720WA",32574.4732047436,0.00756178127666772,0.0572455133162504,0.848763550406389,0.999708752221059
"CAALFM_C105730WA",5.55735538619056,-0.00198853147232077,0.0566408284918911,0.498175784654469,0.999708752221059
"CAALFM_C105740CA",181.226191835075,0.00221956644405223,0.055295936329929,0.85885879950446,0.999708752221059
"CAALFM_C105750CA",1352.72100453918,-0.0165769312287482,0.054875483267703,0.423203322681423,0.999708752221059
"CAALFM_C105760CA",307.700184221557,-0.00331774768699187,0.0566470257364876,0.438304439028757,0.999708752221059
"CAALFM_C105770CA",1494.36424819033,0.00203372161052744,0.056522779472905,0.672565919147595,0.999708752221059
"CAALFM_C105780WA",1993.11584167281,0.00201728148959093,0.0509735385913474,0.929025034703973,0.999708752221059
"CAALFM_C105790WA",633.020861064144,-0.00214105442143054,0.0564461537957784,0.698013833535837,0.999708752221059
"CAALFM_C105800CA",233.969662262427,-0.000940636999990836,0.0559491187696657,0.926670841160138,0.999708752221059
"CAALFM_C105810WA",751.433985055746,-0.00505614825498108,0.0556886574822295,0.672991697824415,0.999708752221059
"CAALFM_C105820CA",278.821920578942,-0.000996051946046154,0.0534314697995847,0.953815452862253,0.999708752221059
"CAALFM_C105830WA",4.40879143651365,0.00219221203991666,0.05668732193463,0.322408094844452,0.999708752221059
"CAALFM_C105840WA",265.767851337752,-0.000603672235101869,0.0564997480651336,0.885339786215855,0.999708752221059
"CAALFM_C105850WA",1217.97553109333,-0.00720430811468368,0.0546946261433265,0.655389586998501,0.999708752221059
"CAALFM_C105860WA",235.82849607855,-0.000276493696826296,0.0555372218927664,0.978278066946309,0.999708752221059
"CAALFM_C105870WA",262.913143688758,-0.000365946543152891,0.0565147059711592,0.924419007768869,0.999708752221059
"CAALFM_C105880WA",764.129695670588,-0.0023027518144768,0.0563489557650512,0.721880181882087,0.999708752221059
"CAALFM_C105890WA",10.8017096755905,0.000832724595338816,0.056560551543332,0.818607736860137,0.999708752221059
"CAALFM_C105900WA",907.234540119251,0.00957861978627554,0.0567449137764044,0.386819218100383,0.999708752221059
"CAALFM_C105910WA",721.664236793272,0.00225259714583868,0.0565374109719241,0.635989638736212,0.999708752221059
"CAALFM_C105920WA",12.7578583304752,0.00323715064804744,0.0566196509988742,0.47866217536556,0.999708752221059
"CAALFM_C105930CA",965.129158840993,-0.00568986421332097,0.0556132842386542,0.646736530542173,0.999708752221059
"CAALFM_C105940WA",2584.23306050646,-0.00109382697719794,0.0562527025402767,0.869759026350553,0.999708752221059
"CAALFM_C105950CA",1467.5334117892,-0.00439173104306789,0.0565968596064004,0.461392461261044,0.999708752221059
"CAALFM_C105960WA",2789.32184264869,-0.00386137700660615,0.0566700849992539,0.404296101024486,0.999708752221059
"CAALFM_C105970WA",7.72763442688589,0.00193751676937955,0.0566113832776721,0.57446782512369,0.999708752221059
"CAALFM_C105980WA",687.993219618585,-0.00452743077664962,0.052827621420753,0.812125699756484,0.999708752221059
"CAALFM_C105990CA",946.321209577275,-0.00901618990878686,0.0557260368239974,0.523709473966804,0.999708752221059
"CAALFM_C106000WA",34.3747298421001,0.0051016792572262,0.0562964761764786,0.563367679642454,0.999708752221059
"CAALFM_C106010WA",1369.77176180424,0.00342361235906836,0.0523591194762197,0.867010862919455,0.999708752221059
"CAALFM_C106020WA",1073.40305281603,0.00106911098016337,0.0557184270072438,0.920307159796375,0.999708752221059
"CAALFM_C106030CA",167.980836806997,-0.00649328992403602,0.0556582052958178,0.609960516793154,0.999708752221059
"CAALFM_C106040WA",266.933362662665,0.00438563652130475,0.055710982559108,0.701422062723956,0.999708752221059
"CAALFM_C106050CA",3310.59881002231,-0.00594484258510736,0.0564232166996085,0.49493862697215,0.999708752221059
"CAALFM_C106060CA",1598.80223589683,-0.00130618659002703,0.0563092672450997,0.83631215660867,0.999708752221059
"CAALFM_C106070WA",1250.84364063716,-0.00105786993340306,0.0564937525096518,0.811685013095692,0.999708752221059
"CAALFM_C106080CA",1207.30397603135,-0.00102814688855413,0.056256756793044,0.876780648582342,0.999708752221059
"CAALFM_C106090CA",1105.93323176941,-0.000553599563760836,0.0561203321217992,0.939903867070597,0.999708752221059
"CAALFM_C106100CA",16470.3008630956,-0.00142727339508036,0.0563853369726635,0.801348206128769,0.999708752221059
"CAALFM_C106110CA",963.460826072244,0.00483924080998728,0.0560129041576022,0.634655756175933,0.999708752221059
"CAALFM_C106120CA",60.4192097371154,0.00142779730299476,0.05606803422405,0.865294444614733,0.999708752221059
"CAALFM_C106130CA",1385.94812383855,0.00157974272055118,0.056530304713235,0.724134422999713,0.999708752221059
"CAALFM_C106160WA",2.4846175783963,-0.00505159873591924,0.0569301788057229,0.0881439320245776,0.999708752221059
"CAALFM_C106180WA",146.397970172352,-0.0049282421547015,0.0562861784515334,0.572742051406627,0.999708752221059
"CAALFM_C106200WA",848.069878771216,0.00539471969861618,0.0547158177412845,0.727465172328511,0.999708752221059
"CAALFM_C106210WA",327.901840034358,-0.00154586345995709,0.0562941854188187,0.814316991822614,0.999708752221059
"CAALFM_C106220CA",20.2690189335474,0.00105288191131457,0.0563681690909512,0.860119542339833,0.999708752221059
"CAALFM_C106230CA",598.758825593734,-0.000216388301631756,0.0563870585097445,0.964876273774236,0.999708752221059
"CAALFM_C106250WA",137.671711666865,-0.00446231277878545,0.0547671346028274,0.762433046226715,0.999708752221059
"CAALFM_C106270WA",683.462437788667,-0.00587044822130618,0.0557796387441731,0.61719632741969,0.999708752221059
"CAALFM_C106280CA",35.8794134004209,-0.00319006099497141,0.056283340556244,0.670664881045719,0.999708752221059
"CAALFM_C106300WA",4.45485259223066,-0.00119134181325276,0.0566148780232487,0.668296444638317,0.999708752221059
"CAALFM_C106310WA",3.89488255994568,3.71039678950761e-05,0.0566338427711885,0.987823443779122,0.999708752221059
"CAALFM_C106320WA",815.40537503936,0.00207310280683505,0.0551280262049531,0.871006642428294,0.999708752221059
"CAALFM_C106340WA",18.8131036084225,0.00688128273342146,0.0569565400416601,0.261525203335552,0.999708752221059
"CAALFM_C106350WA",585.054764380539,0.00222906888264579,0.0560168331116203,0.801572005468592,0.999708752221059
"CAALFM_C106360WA",330.975660699803,-0.00121168253491151,0.0555578913573086,0.910443471958596,0.999708752221059
"CAALFM_C106380CA",280.06680543051,-0.00170109606906944,0.0561084656315307,0.8307272520311,0.999708752221059
"CAALFM_C106390WA",449.498368304689,0.000181651670598607,0.0563044465061688,0.980922797116571,0.999708752221059
"CAALFM_C106400CA",1542.17486212475,-0.00597611414424596,0.0548450507382829,0.691259499937473,0.999708752221059
"CAALFM_C106410WA",262.06978563907,0.00139720753892681,0.0561246196635205,0.862542223552324,0.999708752221059
"CAALFM_C106420CA",584.335008792092,-0.014179192614889,0.0566306808071042,0.378453564813765,0.999708752221059
"CAALFM_C106440CA",791.090315057232,-0.00137021139297628,0.0564678237871021,0.779036158476737,0.999708752221059
"CAALFM_C106450CA",43657.3545304038,-0.00125271470987943,0.0564538044970046,0.798537194511885,0.999708752221059
"CAALFM_C106460CA",31543.1485628518,-0.00183839629463179,0.0565001609649393,0.697700390774749,0.999708752221059
"CAALFM_C106470WA",23737.6870426377,-0.00632354878813186,0.0569870856300352,0.666616200316187,0.999708752221059
"CAALFM_C106480CA",2578.59045529635,-0.00426090401039139,0.055882649841468,0.683325137075434,0.999708752221059
"CAALFM_C106490CA",50.7014184601124,-0.00218095797052335,0.0566321207348591,0.506821792452753,0.999708752221059
"CAALFM_C106500WA",610.637373546391,-0.00603239700227752,0.055452790629743,0.647523266273152,0.999708752221059
"CAALFM_C106510CA",1248.9537924038,-0.00238586977130577,0.05486656722872,0.890055191739625,0.999708752221059
"CAALFM_C106520CA",617.935478535575,0.00327442425626484,0.0564725944449662,0.595781115408139,0.999708752221059
"CAALFM_C106530CA",2157.27541436566,-0.00305888768657899,0.0551822507007564,0.855822482357832,0.999708752221059
"CAALFM_C106540CA",746.242142343137,-0.000332164711621888,0.056453955909363,0.940543366977529,0.999708752221059
"CAALFM_C106550WA",8074.81555350275,-0.00417378672158932,0.0566998519835584,0.371407010155541,0.999708752221059
"CAALFM_C106560WA",467.859654903608,0.00444000499660067,0.0546290016039488,0.773636160944994,0.999708752221059
"CAALFM_C106570WA",716.155109443572,-0.0125066613045714,0.0583197632740849,0.0696494895212566,0.999708752221059
"CAALFM_C106580WA",67526.4277235632,-0.0115639355516787,0.0582275449960567,0.733290337439423,0.999708752221059
"CAALFM_C106590CA",2662.79271216878,-0.0030264587848732,0.0553898552848342,0.802179390332045,0.999708752221059
"CAALFM_C106600WA",6587.82513929093,0.00573435954518349,0.0532481511188273,0.767434714733187,0.999708752221059
"CAALFM_C106610CA",119.403697371817,0.00508477347599416,0.0568098974546325,0.287006279981726,0.999708752221059
"CAALFM_C106620CA",12.1028993706744,-0.00541676846790452,0.0567386605019856,0.359488495963373,0.999708752221059
"CAALFM_C106630WA",1134.4951044848,-0.00527797683182669,0.0546613769721152,0.686101033764937,0.999708752221059
"CAALFM_C106640CA",1871.91505616434,-0.00238831187581619,0.056413175671751,0.688587957121186,0.999708752221059
"CAALFM_C106650WA",782.597830328573,-0.00577313625031597,0.0558802067238214,0.611136158820208,0.999708752221059
"CAALFM_C106660WA",1499.25819941889,0.0150609879732621,0.0581341929798859,0.231438134368226,0.999708752221059
"CAALFM_C106670WA",877.520755647366,0.00333490237848715,0.0560909644359132,0.710201154794105,0.999708752221059
"CAALFM_C106680WA",512.621658362616,0.00784559285197083,0.0559179671798244,0.539745702423746,0.999708752221059
"CAALFM_C106690WA",426.819406882698,0.00302829911739222,0.056521843021788,0.582309312992138,0.999708752221059
"CAALFM_C106700WA",1806.4306630148,-0.000586435851022824,0.05528293969753,0.986632100631877,0.999708752221059
"CAALFM_C106710WA",534.666754406883,-0.00818196395372678,0.0542746079004474,0.640488022064837,0.999708752221059
"CAALFM_C106720CA",557.372338879602,0.000421761049336883,0.0541059555011699,0.979733466498817,0.999708752221059
"CAALFM_C106730WA",1890.21831805088,-0.001061172104811,0.0550667319862761,0.905999111034876,0.999708752221059
"CAALFM_C106740CA",1108.98104182959,-0.000278241853393935,0.0565789751951689,0.920932480978049,0.999708752221059
"CAALFM_C106750WA",166.215690048636,-0.00250401185132709,0.0553102552896214,0.853291159799958,0.999708752221059
"CAALFM_C106760CA",1588.29179990611,-0.000536655230531315,0.0565811093426789,0.856271918762111,0.999708752221059
"CAALFM_C106770WA",1413.45490088623,-0.00127486037110782,0.0562947804377213,0.842103212382792,0.999708752221059
"CAALFM_C106780WA",2238.6560336194,0.0029425856116513,0.0562714633260766,0.698325763948774,0.999708752221059
"CAALFM_C106790CA",1819.76212036364,-0.0014042208476411,0.0564576855399735,0.778104905888527,0.999708752221059
"CAALFM_C106800WA",766.697511922455,-0.000620095238630345,0.0564714706808988,0.898342510440334,0.999708752221059
"CAALFM_C106810WA",3932.00788421762,-0.0112590052127997,0.0580143560226102,0.0693157003620624,0.999708752221059
"CAALFM_C106820WA",1557.86804066266,-0.00382519728398725,0.0564939537763976,0.544791684952642,0.999708752221059
"CAALFM_C106830WA",74.676523118143,-0.00187359507548845,0.0565473878015311,0.660060364544603,0.999708752221059
"CAALFM_C106840CA",486.709853700339,-0.000569026980020322,0.0563630342908496,0.918078163661761,0.999708752221059
"CAALFM_C106850WA",1285.68585433362,0.00051735694217699,0.0558474305611329,0.958253589790383,0.999708752221059
"CAALFM_C106860WA",2.78277762448056,0.00108041020040868,0.0566286573290814,0.661035906619871,0.999708752221059
"CAALFM_C106870CA",151.993207811692,-0.00378973714321682,0.0567007396388489,0.36416525968655,0.999708752221059
"CAALFM_C106880CA",20.795981394521,-0.00124189728358025,0.0565652117694677,0.733257488245857,0.999708752221059
"CAALFM_C106890CA",24814.7001665343,0.000488945610216397,0.056481641013955,0.688967486361587,0.999708752221059
"CAALFM_C106900CA",4532.48271871065,-0.0167196298470147,0.0582546265571505,0.239201953627755,0.999708752221059
"CAALFM_C106910CA",1485.21255146901,0.00308787175518076,0.0525789871768315,0.877387869260506,0.999708752221059
"CAALFM_C106920CA",664.584365615048,-0.00119918990595906,0.0561800350957488,0.869685460088341,0.999708752221059
"CAALFM_C106930WA",11138.2263985547,0.00424212713184456,0.0557252573022457,0.763302790147511,0.999708752221059
"CAALFM_C106940CA",831.495823320293,0.00480063154238587,0.0567430153508046,0.347353317370582,0.999708752221059
"CAALFM_C106950CA",54.743999231824,1.11566643763525e-05,0.0565136110216959,0.996369765538161,0.999708752221059
"CAALFM_C106960WA",7197.21745302408,-0.000798218959085599,0.0564764309870354,0.756513646923565,0.999708752221059
"CAALFM_C106970CA",1110.06581493246,0.00297467628488323,0.055993559713173,0.750633920671158,0.999708752221059
"CAALFM_C106980CA",499.602687751804,0.00622092116883404,0.0544863895408137,0.702750210753021,0.999708752221059
"CAALFM_C107000WA",1747.32008181643,-0.000300526164151179,0.0565244474665654,0.932552862832374,0.999708752221059
"CAALFM_C107010WA",635.57353759717,-0.00461241092788967,0.0552972975364438,0.731065746396338,0.999708752221059
"CAALFM_C107020CA",1313.3173790347,-0.00180698551328532,0.0554294287624481,0.865945451261271,0.999708752221059
"CAALFM_C107030CA",1280.07241341299,0.00112544838234879,0.0553007154796422,0.928187275053441,0.999708752221059
"CAALFM_C107040CA",3.12844332366103,-0.000623378718963369,0.0565737813872839,0.849173868121881,0.999708752221059
"CAALFM_C107050CA",475.617725419377,-0.0096093713864196,0.0553128831480715,0.542545508812153,0.999708752221059
"CAALFM_C107060CA",597.879088117675,-0.00608577964164572,0.0551336773478294,0.670707213809311,0.999708752221059
"CAALFM_C107070CA",600.324653403602,0.0047001179372538,0.0559319267838172,0.669461409364484,0.999708752221059
"CAALFM_C107080WA",214.331390392244,0.00219980442493243,0.0565863442818298,0.589630640181438,0.999708752221059
"CAALFM_C107090CA",2139.54758844937,-3.54367193408204e-05,0.0558938056549418,0.993833806839618,0.999708752221059
"CAALFM_C107100CA",153.272402857578,0.00192528753262361,0.0564323416079765,0.734688435953766,0.999708752221059
"CAALFM_C107110WA",2060.60119181605,0.00794305335621547,0.0544291574072208,0.631143718099932,0.999708752221059
"CAALFM_C107120WA",8948.0168443321,-0.00112530763370584,0.0564054769070687,0.833618338162761,0.999708752221059
"CAALFM_C107130CA",995.111620870196,-0.000747230877537011,0.0562984589595952,0.903835727979825,0.999708752221059
"CAALFM_C107140CA",3141.02620330466,-0.000357147484239398,0.0562612630689067,0.951924043354237,0.999708752221059
"CAALFM_C107150WA",178.933111425852,0.000569321106900766,0.0564426018603317,0.914078130387623,0.999708752221059
"CAALFM_C107160CA",56.6268982324089,0.00122430587324476,0.0564237163396932,0.823835037864088,0.999708752221059
"CAALFM_C107170CA",314.599866672664,0.0103450788307305,0.0564008848609557,0.431528759891771,0.999708752221059
"CAALFM_C107180WA",2084.70087188141,0.00117132407354125,0.0535911688013692,0.951179246405678,0.999708752221059
"CAALFM_C107190WA",1482.3316090425,0.0101881607027385,0.0563144465187561,0.451215524890092,0.999708752221059
"CAALFM_C107200WA",3800.53203531987,-0.00050841165477424,0.0565265421560837,0.891246381765545,0.999708752221059
"CAALFM_C107210CA",1666.90300929234,-0.00339945267501949,0.0535155548070746,0.849314905511413,0.999708752221059
"CAALFM_C107220WA",72.1419248359641,0.00075091345518398,0.0565265450899274,0.858405536804903,0.999708752221059
"CAALFM_C107230WA",2635.46342692405,-0.000273715800091617,0.0564716532385868,0.945949181832841,0.999708752221059
"CAALFM_C107240WA",1357.2316539572,-0.00359429489006682,0.0545111196431871,0.805092179496996,0.999708752221059
"CAALFM_C107250CA",891.995941332375,0.00356511463918414,0.0552475604062226,0.78443948827303,0.999708752221059
"CAALFM_C107260CA",706.969896745991,0.00509122408454798,0.0561348382535817,0.60332583971979,0.999708752221059
"CAALFM_C107270WA",1813.89092073393,0.00804973589840953,0.0536430146272482,0.655977152676993,0.999708752221059
"CAALFM_C107280CA",242.936971924034,-0.0033187203643377,0.0561300152084996,0.700204606996303,0.999708752221059
"CAALFM_C107310CA",37.8587297811833,-0.000148406579028646,0.0565771747626349,0.95798100614349,0.999708752221059
"CAALFM_C107320WA",55.976455194664,-0.00206860021331696,0.05650792663769,0.670077614593716,0.999708752221059
"CAALFM_C107330WA",116.657860573402,0.00134250244707723,0.0565418206403418,0.74669270731189,0.999708752221059
"CAALFM_C107340WA",3354.75823926011,0.0260173474329081,0.0598278092263798,0.215974687820666,0.999708752221059
"CAALFM_C107350CA",200.040568627306,0.000304029806313612,0.0561837055949548,0.969719868086614,0.999708752221059
"CAALFM_C107360WA",1859.7826824648,-0.00120060232911187,0.0561621702037035,0.876614815957635,0.999708752221059
"CAALFM_C107370CA",430.654735024434,0.0104661954989227,0.0568287527298505,0.367421038713498,0.999708752221059
"CAALFM_C107380CA",560.54601756082,0.00115812371528367,0.0561216759666543,0.886126182481135,0.999708752221059
"CAALFM_C107390WA",1825.06930227582,0.0060319119769242,0.0563792047170361,0.511236301015067,0.999708752221059
"CAALFM_C107400CA",619.426191415366,-0.00886316913992414,0.0562542412347214,0.468920158942106,0.999708752221059
"CAALFM_C107410CA",3127.15329894031,-0.0045794648166083,0.0560044744780114,0.677579806833149,0.999708752221059
"CAALFM_C107420CA",787.080355027663,-0.00670792518094332,0.0557375844929932,0.58582189298172,0.999708752221059
"CAALFM_C107430WA",16.4750650857662,-0.00258677987754717,0.0563725869476815,0.690257773742563,0.999708752221059
"CAALFM_C107440WA",1246.15562614565,0.00752105643363348,0.0569078941638819,0.315726934417481,0.999708752221059
"CAALFM_C107450WA",28.9181454693268,0.00201679546378036,0.0563398979583562,0.758172946303923,0.999708752221059
"CAALFM_C107460CA",982.508294950324,-0.0108035472396991,0.0552815701667601,0.518896561225531,0.999708752221059
"CAALFM_C107470CA",483.332359441416,-0.00727770961533665,0.056478305012655,0.454481672954278,0.999708752221059
"CAALFM_C107480CA",39.5334296149747,0.00349111678944904,0.056298082203589,0.649201805751294,0.999708752221059
"CAALFM_C107490CA",905.509368392222,-0.00592494384133437,0.0547193174591918,0.696551866898647,0.999708752221059
"CAALFM_C107500CA",2893.4496280242,-0.00133899315222802,0.0564910175754523,0.770829445255985,0.999708752221059
"CAALFM_C107510WA",554.8879635108,-0.00432236022560481,0.0563633810528588,0.57559464134277,0.999708752221059
